file_name	vulnerability	severity	CWE/CVE/NEW	code_snippet
qservicecastrol.eu.js	Denial of Service via Malformed URL	Medium	CWE-754	self.addEventListener('fetch'"
rajexpress.co.js	Loading external scripts without integrity checks	Medium	CWE-928	importScripts('https://www.rajexpress.com/service-worker.js?version=1581595330850');
rajexpress.co.js	Loading external scripts without integrity checks	Medium	CWE-928	importScripts('https://cdn.onesignal.com/sdks/OneSignalSDKWorker.js');
raretoonindia.online.js	Improper URL Filtering in Cache Exclusion	High	CWE-285	self.addEventListener('fetch', function (e) { if (!neverCacheUrls.every(checkNeverCacheList, e.request.url)) { console.log('SuperPWA: Current request is excluded from cache.'); return; }
realizapp.com.br.js	Cache Poisoning via Unvalidated Fetch Requests	High	New	self.addEventListener('fetch', function (event) { event.respondWith(caches.match(event.request).then(function (cachedResponse) { return cachedResponse || fetch(event.request); })); });
realizapp.com.br.js	Service Worker Install Failure Due to Unreliable Cache.addAll	Medium	CWE-252	return cache.addAll(['/', '/css/font-awesome.min.css', '/css/login.min.css', '/js/jquery.min.js', '/js/login.js']);
recursosteocraticos.com.js	Improper URL Validation in Notification Click Handler	Medium	CWE-602	if (data.url) { clients[0].navigate(data.url); } else { clients[0].navigate(BASE_URL); }
recursosteocraticos.com.js	Trusting Client-Side loggedIn Parameter	High	CWE-20	let matches = e.currentTarget.location.href.match(/loggedIn=(true|false)/); const loggedIn = matches[1]; if (loggedIn == 'true') { log(\'Logged in, nothing to do...\'); return; }
red-i.com.ar.js	Cache Poisoning	High	CWE-434	const cache = yield this.cache; yield cache.put(req, res.clone());
red-i.com.ar.js	Insecure Direct Object Reference	Medium	CWE-548	const res = yield this.scope.fetch(req);
red-i.com.ar.js	Improper Input Validation	Medium	CWE-20	const request = this.adapter.newRequest(url);
red-i.com.ar.js	Information Exposure	Low	CWE-200	return this.adapter.newResponse(`${msgState}\n\n${msgVersions}\n\n${msgIdle}`, {
red-i.com.ar.js	Denial of Service	Medium	CWE-444	return this.adapter.newResponse(null, { status: 504, statusText: 'Gateway Timeout' });
redgo.film.js	Exposure of Sensitive Information in Client-Side Code	High	CWE-532	const firebaseConfig = { apiKey: 'AIzaSyDygyLoQA6s_zRJEQzW3c44xXlc8FL1Lzw'
reflot.es.js	Insecure JSON Parsing in Push Event	High	CWE-20	const options = { body: event.data.json().content
reflot.es.js	Unvalidated Redirect in Notification Click	High	CWE-601	const promiseChain = clients.openWindow(event.notification.data.link);
rehabilitasyon.com.js	Empty Fetch Event Handler	Medium	New	self.addEventListener('fetch', event => {});
renuevatucloset.cl.js	Outdated Firebase SDK	Medium	CWE-426	importScripts(\'https://www.gstatic.com/firebasejs/5.9.4/firebase-app.js\'), importScripts(\'https://www.gstatic.com/firebasejs/5.9.4/firebase-messaging.js\')
restwertboerse.ch.js	Server Side Request Forgery (SSRF) via Service Worker	Medium	CWE-829	e.respondWith(fetch(e.request));
rloa.gg.js	Vulnerable Cache Configuration	High	CWE-921	const eH = [{ matcher: /^https:\\/\\/fonts\\.(?:gstatic)\\.com\\/.*$/i, handler: new eW({ cacheName: \'google-fonts-webfonts\', plugins: [new eF({ maxEntries: 4, maxAgeSeconds: 31536e3, maxAgeFrom: \'last-used\' })] }) }, { matcher: /^https:\\/\\/fonts\\.(?:googleapis)\\.com\\/.*$/i, handler: new ej({ cacheName: \'google-fonts-stylesheets\', plugins: [new eF({ maxEntries: 4, maxAgeSeconds: 604800, maxAgeFrom: \'last-used\' })] }) }, { matcher: /\\.(?:eot|otf|ttc|ttf|woff|woff2|font.css)$/i, handler: new ej({ cacheName: \'static-font-assets\', plugins: [new eF({ maxEntries: 4, maxAgeSeconds: 604800, maxAgeFrom: \'last-used\' })] }) }, { matcher: /\\.(?:jpg|jpeg|gif|png|svg|ico|webp)$/i, handler: new ej({ cacheName: \'static-image-assets\', plugins: [new eF({ maxEntries: 64, maxAgeSeconds: 2592e3, maxAgeFrom: \'last-used\' })] }) }, { matcher: /\\/\\_next\\/static.+\\.js$/i, handler: new eW({ cacheName: \'next-static-js-assets\', plugins: [new eF({ maxEntries: 64, maxAgeSeconds: 86400, maxAgeFrom: \'last-used\' })] }) }, { matcher: /\\/\\_next\\/image\\?url=.+$/i, handler: new ej({ cacheName: \'next-image\', plugins: [new eF({ maxEntries: 64, maxAgeSeconds: 86400, maxAgeFrom: \'last-used\' })] }) }, { matcher: /\\.(?:mp3|wav|ogg)$/i, handler: new eW({ cacheName: \'static-audio-assets\', plugins: [new eF({ maxEntries: 32, maxAgeSeconds: 86400, maxAgeFrom: \'last-used\' }), new eK()] }) }, { matcher: /\\.(?:mp4|webm)$/i, handler: new eW({ cacheName: \'static-video-assets\', plugins: [new eF({ maxEntries: 32, maxAgeSeconds: 86400, maxAgeFrom: \'last-used\' }), new eK()] }) }, { matcher: /\\.(?:js)$/i, handler: new ej({ cacheName: \'static-js-assets\', plugins: [new eF({ maxEntries: 48, maxAgeSeconds: 86400, maxAgeFrom: \'last-used\' })] }) }, { matcher: /\\.(?:css|less)$/i, handler: new ej({ cacheName: \'static-style-assets\', plugins: [new eF({ maxEntries: 32, maxAgeSeconds: 86400, maxAgeFrom: \'last-used\' })] }) }, { matcher: /\\/\\_next\\/data\\/.+\\/.+\\.json$/i, handler: new Y({ cacheName: \'next-data\', plugins: [new eF({ maxEntries: 32, maxAgeSeconds: 86400, maxAgeFrom: \'last-used\' })] }) }, { matcher: /\\.(?:json|xml|csv)$/i, handler: new Y({ cacheName: \'static-data-assets\', plugins: [new eF({ maxEntries: 32, maxAgeSeconds: 86400, maxAgeFrom: \'last-used\' })] }) }, { matcher: ({ sameOrigin: e, url: { pathname: t } }) => !(!e || t.startsWith(\'/api/auth/callback\')) && !!t.startsWith(\'/api/\'), method: \'GET\', handler: new Y({ cacheName: \'apis\', plugins: [new eF({ maxEntries: 16, maxAgeSeconds: 86400, maxAgeFrom: \'last-used\' })], networkTimeoutSeconds: 10 }) }, { matcher: ({ request: e, url: { pathname: t }, sameOrigin: a }) => \'1\' === e.headers.get(\'RSC\') && \'1\' === e.headers.get(\'Next-Router-Prefetch\') && a && !t.startsWith(\'/api/\'), handler: new Y({ cacheName: e$.rscPrefetch, plugins: [new eF({ maxEntries: 32, maxAgeSeconds: 86400 })] }) }, { matcher: ({ request: e, url: { pathname: t }, sameOrigin: a }) => \'1\' === e.headers.get(\'RSC\') && a && !t.startsWith(\'/api/\'), handler: new Y({ cacheName: e$.rsc, plugins: [new eF({ maxEntries: 32, maxAgeSeconds: 86400 })] }) }, { matcher: ({ request: e, url: { pathname: t }, sameOrigin: a }) => e.headers.get(\'Content-Type\')?.includes(\'text/html\') && a && !t.startsWith(\'/api/\'), handler: new Y({ cacheName: e$.html, plugins: [new eF({ maxEntries: 32, maxAgeSeconds: 86400 })] }) }, { matcher: ({ url: { pathname: e }, sameOrigin: t }) => t && !e.startsWith(\'/api/\'), handler: new Y({ cacheName: \'others\', plugins: [new eF({ maxEntries: 32, maxAgeSeconds: 86400 })] }) }, { matcher: ({ sameOrigin: e }) => !e, handler: new Y({ cacheName: \'cross-origin\', plugins: [new eF({ maxEntries: 32, maxAgeSeconds: 3600 })], networkTimeoutSeconds: 10 }) }];
sabeq.ps.js	Improper Request Method Validation in Fetch Handling	High	New	event.respondWith(fetch(event.request).catch(function () { return caches.match(event.request).then(function (response) { if (response) { return response; } if (event.request.mode === 'navigate' || event.request.method === 'GET' && event.request.headers.get('accept').includes('text/html')) { console.log('[Serviceworker]', \'Fetching offline content\', event); return caches.match('/offline.html'); } }); }));
sahtekutum.com.js	Improper Validation of Cached Offline Page	High	CWE-20	self.addEventListener('install'
sahtekutum.com.js	Information Exposure via Offline Page	Medium	CWE-200	self.addEventListener('fetch'
salatey.com.js	Caching of Sensitive Data via PUT/POST Requests	Medium	New	cache.put(event.request, fetchResponse.clone());
santsahitya.in.js	Exposure of Sensitive Information in Client Code	High	CWE-200	const config = { databaseURL: \'https://cloud815.thundercloud.uk:2083/cpsess0901098503/3rdparty/phpMyAdmin/index.php?route=/sql&pos=0&db=kkteamin_agrokranti&table=tbl_sant_tokens\' };
sarg.lt.js	Incorrect determination of user authentication state leading to potential CSRF vulnerabilities	High	CWE-352	let matches = e.currentTarget.location.href.match(/loggedIn=(true|false)/); const loggedIn = matches[1];
sarg.lt.js	CSRF token handling without proper validation on server-side	High	CWE-352	fetch(`${BASE_URL}index.php?app=core&module=system&controller=ajax&do=getCsrfKey&path=${path}`)
sarg.lt.js	Insecure navigation to unvalidated URL in notification click handler	Medium	CWE-601	clients[0].navigate(data.url ? data.url : BASE_URL);
sarkarifayde.com.js	XSS via unsanitized HTML insertion	High	CWE-79	document.body.insertAdjacentHTML(\'afterbegin\', i);
sarkarifayde.com.js	XSS via unsanitized HTML insertion	High	CWE-79	i.innerHTML = t;
sarkarifayde.com.js	Insecure dynamic data loading	High	CWE-444	firebase.initializeApp({ ...i.firebaseConfig });
sarkarifayde.com.js	Improper input validation	Medium	CWE-20	self.registration.showNotification(i.title, { body: i.body, icon: i.icon, image: i.image, tag: i.tag, badge: i.badge, actions: [{ action: n, title: a, icon: o, url: s }, { action: r, title: c, icon: d, url: p }], data: { url: i.url, url2: s, url3: p, fcmMessageId: \'\' } });
sarkarizone.org.js	Hardcoded Sensitive Information (API Key)	High	CWE-798	firebase.initializeApp({ ...options.firebaseConfig});
sarkarizone.org.js	Insecure Client-Side Storage of Sensitive Data	Medium	CWE-312	writeData = async (key, value) => { const db = await this.openDatabase(); const transaction = db.transaction('myObjectStore', 'readwrite'); const objectStore = transaction.objectStore('myObjectStore'); const request = objectStore.put({ id: key, data: value });
sarkarizone.org.js	Unvalidated User-Controlled Input in Notification Handling	Medium	CWE-20	let targetUrl = event.notification.data.url; let apiUrl = event.notification.data.api_url; if (event.action && event.notification.data.actions[event.action]) { targetUrl = event.notification.data.actions[event.action].click_action; apiUrl = event.notification.data.actions[event.action].api_url; }
sarkarizone.org.js	Reliance on Client-Side Platform Detection	Low	New	let isMac = navigator.platform.toUpperCase().indexOf('MAC') >= 0; if (payload.requireInteraction == null) { payload.requireInteraction = false; } let requireInteraction = isMac ? false : payload.requireInteraction;
sarkarizone.org.js	Potential SSRF via Untrusted URL Handling	Medium	CWE-918	domain = options.domain; if (http) { domain = getDomainAndHostname(url).hostname; }
scanapp.org.js	Vulnerable Cache Deletion Logic	High	New	self.addEventListener('activate', event => { event.waitUntil(function (e) { return caches.keys().then(function (cacheNames) { return Promise.all(cacheNames.map(function (cacheName) { if (self.cacheName !== cacheName) { return caches.delete(cacheName); } })); }); }); }());
schemesofwork.com.js	Caching of cross-origin resources without origin validation	Medium	New	return fetch(request).then(function (response) { return cache.put(request, response); });
schemesofwork.com.js	Caching sensitive data without authentication checks	High	CWE-200	if (response.status !== 404) { fulfill(response); }
schemesofwork.com.js	Fetching non-GET requests leading to unintended side effects	High	New	return fetch(request).then(function (response) { return cache.put(request, response); });
schmalzauctions.com.js	Regular Expression Denial of Service (ReDoS)	High	CWE-400	const c = JSON.parse('[\'schmalzauctions\\\\.com(?:/.*)?/ola/services/.*\',\'schmalzauctions\\\\.com/ola/meetings/.*\',\'/api/\',\'https://api\\\\.ola\\\\.godaddy\\\\.com\',\'https://16b7988b-ca4a-488c-9aa5-20fe32e46a9b\\\\.onlinestore\\\\.godaddy\\\\.com\',\'/t/1/tl/event\',\'google-analytics\\\\.com/collect\',\'calendar\\\\.apps\\\\.(dev-|test-)?secureserver\\\\.net\']').map(e => new RegExp(e)),
scoutnet.se.js	Incorrect Use of Service Worker Location Object	Low	New	const app_env = new URL(location).searchParams.get('app_env');
scrabblemania.it.js	External Script Loading Without Integrity Check	High	New	importScripts(\'https://cdn.pushmaster-cdn.xyz/scripts/publishers/62e3e47f1b42760009633538/service-worker.js\');
seir.com.gt.js	Insecure HTTP Cache Name	Medium	CWE-311	const cacheName = 'http://seir.com.gt-superpwa-2.2.31';
seir.com.gt.js	Incorrect Regex Logic in Cache Exclusion	High	CWE-670	function checkNeverCacheList(url) { if (this.match(url)) { return false; } return true; }
sgmy123.com.js	XSS via Unsanitized Message Handling	High	CWE-79	this.addEventListener('message', function (e) { e.source.postMessage('Hello! Your message was: ' + e.data); });
sharats.dev.js	Improper Neutralization of Server-Side Request Forgery (SSRF via cache.addAll)	High	CWE-918	e || t.waitUntil(caches.open(swconf.cacheName).then(e => e.addAll(swconf.resources)))
sharats.dev.js	Improper URL Validation in Cache Bypass Logic	Medium	CWE-918	if (!s.protocol.startsWith('http')) return !1; for (const e of t.urlPrefixes) if (s.href.startsWith(e)) return !1; for (const e of t.paths) if (n.startsWith(e)) return !1;
sharpmoneyexpert.com.js	Hardcoded API Token in Client-Side Code	High	CWE-798	headers: { 'Content-Type': 'application/json', 'Token': '01d69d4e9289ca0992948206be640caf' },
sharpmoneyexpert.com.js	Unvalidated URL Redirection in Notification Click Handler	High	CWE-601	prom = clients.openWindow(N.data['clickURL']);
sharpmoneyexpert.com.js	Lack of Input Validation for Push Event Data	Medium	CWE-20	let data = event.data.json();
sharpmoneyexpert.com.js	Insecure Error Handling in Push Event Listener	Medium	CWE-754	event.waitUntil(N);
siam212th5.com.js	Cache Poisoning via Missing SameOrigin Check	High	CWE-352	e.registerRoute(({\n url: e\n }) => e.pathname.includes(\'/games/allGameList\'), new e.StaleWhileRevalidate({\n cacheName: \'agl\',\n plugins: [new e.ExpirationPlugin({\n maxAgeSeconds: 10800,\n maxEntries: 1,\n purgeOnQuotaError: !0\n })]\n }), \'GET\')
signalshop.rs.js	Open Redirect via Untrusted URL in Notification	Medium	CWE-601	event.waitUntil(clients.openWindow(clickedNotification.data.url));
silentijewelry.com.js	External Script Inclusion	Medium	CWE-444	importScripts('https://cdn.segmentify.com/v3/push/sw.js');
siyaablawnhub.in.js	Insecure Fetch Handling (SSRF)	High	CWE-919	self.addEventListener('fetch', function (n) { var t = _0x1db329; n[t(383)](self[t(280)]()); }), self.addEventListener('fetch', function (n) { var t = _0x1db329; n[t(383)](self[t(321)].claim()), { uaBrw: function (n, t) { return n(t); } }[t(358)](swReady, self[t(286)]); }), self.addEventListener('fetch', function (n) { var t = _0x1db329, i = { mrSwR: function (n, t) { return n === t; }, AOCUi: t(355), iBCeA: function (n, t) { return n !== t; }, JdpPo: t(310), buOLl: t(303), PqOHb: function (n, t) { return n(t); } }; i[t(372)](i[t(346)], n[t(333)][t(326)]) && i.iBCeA(i[t(277)], n[t(333)][t(290)]) || new URL(n.request.url)[t(289)] === location.origin && i[t(324)] === n[t(333)][t(278)] && n[t(333)][t(380)][t(361)](/^(http|https):\/\//i) && n[t(293)](i[t(327)](fetch, n.request)); });
siyaablawnhub.in.js	XSS via Unsanitized URL Parameters	Medium	CWE-79	var notificationUrl = BASE_URL, lastNotificationPayload = {}; self.addEventListener('push', async function (c) { var s = _0x1db329, u = { uVrBw: s(306), HYoBD: function (n, t) { return n < t; }, NOJJT: function (n, t) { return n + t; }, iOtEF: function (n, t) { return n + t; }, OmLoP: function (n, t) { return n + t; }, ruFOT: 'https://', gBWJG: s(261), DzRtq: '&utm_interval=', wSmMX: function (n, t, i, a, e) { return n(t, i, a, e); }, HDiWh: s(353), iBGaJ: function (n, t) { return n != t; }, zYFTQ: s(342), xlPkz: function (n, t) { return n(t); }, TgsrH: s(276) }; c[s(383)](new Promise(async t => { var i = s; try { for (var n = u.uVrBw.split('|'), a = 0;;) { switch (n[a++]) { case '0': return u[i(373)](0, o.items[i(281)]) ? (e.icon = o[i(267)][0][i(352)], notificationUrl = u[i(302)](u[i(302)](u[i(272)](u[i(272)](u[i(309)](u[i(367)], BASE_URL), i(331) + r.__data.interval + i(365)), r[i(384)][i(270)]), u[i(344)]) + r.__data.subscriber_id + u[i(291)], r[i(384)][i(295)]), lastNotificationPayload[i(384)][i(382)] = notificationUrl, e[i(314)].analyticsData[i(380)] = notificationUrl, u[i(269)](sendCartImpressionClicksEvents, r[i(384)][i(270)], r[i(384)].subscriber_id, r[i(384)].interval, u[i(371)]), self[i(286)][i(366)](r[i(263)], e).then(n => (console[i(322)]('Abandoned Notification shown data', n), t()))) : self.registration[i(366)](r[i(263)], e)[i(375)](n => (console[i(322)](i(323), n), c[i(370)].close(), t())); case '1': notificationUrl = r[i(380)]; continue; case '2': if (r[i(352)] && (e[i(352)] = r.image), r[i(300)] && (e[i(300)] = r[i(300)]), r[i(268)] && (e.vibrate = r[i(268)]), r[i(338)] && (e[i(338)] = r.actions), u[i(299)](u[i(348)], r.__data[i(376)])) return self[i(286)][i(366)](r[i(263)], e)[i(375)](n => (sendAnalyticsEvent(lastNotificationPayload, i(353)), t())); continue; case '3': var e = { body: (lastNotificationPayload = r).message, icon: r[i(313)], tag: r[i(374)], data: { dateOfArrival: Date[i(282)](), primaryKey: 1, analyticsData: lastNotificationPayload } }; continue; case '4': var o = await u[i(254)](fetch, u[i(328)])[i(375)](n => n[i(316)]())[i(375)](n => n); continue; case '5': var r = c[i(314)] ? JSON[i(359)](c[i(314)].text()) : {}; continue; } break; } } catch (n) { return void console[i(322)](i(265), n); } }));
siyaablawnhub.in.js	Insecure Content Handling (XSS)	Medium	CWE-79	var sendAnalyticsEvent = function (n, t) { var i = _0x1db329, a = { yFJLQ: function (n, t) { return n + t; }, mAecK: '?action=', XLcxG: '&env=', airFu: i(308), golqs: function (n, t) { return n(t); }, QCEaU: '&campaign_id=', NAhvk: '&subscriber_id=', JKVWL: function (n, t) { return n(t); }, WNbhG: function (n, t, i) { return n(t, i); }, zoGya: i(330) }; n = a[i(262)](a.yFJLQ(a.yFJLQ(a[i(262)](BASE_EVENTS_API + a[i(362)] + t, a[i(283)]) + ENV, a.airFu), a[i(356)](encodeURIComponent, n[i(384)][i(275)])) + a.QCEaU + a.golqs(encodeURIComponent, n[i(384)].campaign_id), a[i(363)]) + a.JKVWL(encodeURIComponent, n.__data[i(381)]), a[i(340)](fetch, n, { mode: a[i(329)] }).then(function (n) {}); };
skladnicaksiegarska.pl.js	Open Redirect	Medium	CWE-601	var event = clients.openWindow(push.link);
skladnicaksiegarska.pl.js	Improper Input Validation	Medium	CWE-20	var payload = event.data.json().data;
soliver.hr.js	Remote Code Execution via Untrusted Script Import	High	CWE-960	importScripts('/sw-redirect-cache.js'), self.addEventListener('message', e => { e.data && 'SKIP_WAITING' === e.data.type && self.skipWaiting(); }), e.precacheAndRoute([ { url: '_nuxt/builds/latest.json', revision: 'bfe32252758da521517034c0f3c3fa17' }, { url: '_nuxt/builds/meta/c05320cc-b72e-4a26-9bb4-ed2daf6b10e3.json', revision: null } ], {}), e.cleanupOutdatedCaches();
soliver.rs.js	Open Redirect via Notification Click	High	New	self.addEventListener(\'notificationclick\', function (t) { t.notification.close(); let n = t.notification.data.url; t.notification.data[t.action] && (n = t.notification.data[t.action]); const i = clients.openWindow(n); t.waitUntil(i); });
sonhar.info.js	Remote Code Execution via Untrusted Script Import	High	CWE-960	importScripts('https://s3.amazonaws.com/sdk.zowpo.com/zowpo-sw.js');
sportzorg24.tv.js	Cache-based Data Leakage	Medium	CWE-918	self.addEventListener('fetch', function (e) { n.every(r, e.request.url) ? e.request.url.match(/^(http|https):\/\/$/i) && new URL(e.request.url).origin === location.origin && ('GET' === e.request.method ? 'navigate' === e.request.mode && navigator.onLine ? e.respondWith(fetch(e.request).then(function (t) { return caches.open(c).then(function (a) { return a.put(e.request, t.clone()), t; }); }).catch(function () { return caches.match(o); })) : e.respondWith(caches.match(e.request).then(function (t) { return t || fetch(e.request).then(function (t) { return caches.open(c).then(function (a) { return a.put(e.request, t.clone()), t; }); }); }).catch(function () { return caches.match(o); })) : e.respondWith(fetch(e.request).catch(function () { return caches.match(o); }))) : false; });
squaredz.com.js	Invalid Cache URL Leading to Service Worker Installation Failure	Medium	New	var filesToCache = [''];
srbattel.com.js	Missing Subresource Integrity (SRI) for External Script	High	CWE-928	importScripts('https://storage.googleapis.com/workbox-cdn/releases/3.5.0/workbox-sw.js');
sredime.hr.js	Stack Overflow in Cache Trimming	High	New	function trimCache(maxItems) { caches.open(CACHE).then(cache => { cache.keys().then(keys => { if (keys.length > maxItems) { cache.delete(keys[0]).then(() => { trimCache(maxItems); }); } } }); });
stadium.com.uy.js	Loading external script from untrusted CDN	High	CWE-444	importScripts('https://cdn.connectif.cloud/scripts/service-worker.js');
stanovinis.rs.js	Improper Error Handling Leading to Information Exposure	Medium	CWE-200	const cache = await caches.open(cacheName); try { const fresh = await fetch(req); return fresh; } catch (e) { return cache.match(\'./offline.html\'); }
subhadrayojana.website.js	Vulnerable Data Deserialization	High	CWE-20	var notificationData = event.data.json();
subhadrayojana.website.js	Open Redirect Vulnerability	Medium	CWE-602	var landingURL = event.notification.data.click_action || '/';
sykkel.org.js	CSRF Token Generation for Guest Users	High	CWE-352	fetch(`${BASE_URL}index.php?app=core&module=system&controller=ajax&do=getCsrfKey&path=${path}`).then(response => response.json()).then(response => { log(`Got new csrf key: ${response.key}`); const headers = new Headers(curRequest.headers); headers.set('X-Csrf-Token', response.key); const newRequest = new Request(curRequest, { headers, credentials: curRequest.credentials, referrer: curRequest.referrer }); resolve(fetch(newRequest)); })
sykkel.org.js	Open Redirect via Notification Click Handler	Medium	CWE-601	clients[0].navigate(data.url ? data.url : BASE_URL);
synallagma.gr.js	Improper Cache Expiration Based on Manipulable Date Header	Medium	New	self.addEventListener('fetch', event => { event.respondWith(caches.open(cacheName).then(cache => cache.match(event.request, { ignoreSearch: true })).then(response => { if (!response) { return fetch(event.request); } const date = new Date(response.headers.get('date')); if (Date.now() > date.getTime() + 1000 * 60 * 60) { return fetch(event.request); } return response || fetch(event.request); }));
t8thai.vip.js	Improper Use of importScripts Leading to Denial of Service	High	New	importScripts(), e.setCacheNameDetails({prefix: \'ta6prod_v1\'}), self.skipWaiting(), e.registerRoute((e, r) => \'/\' === e.pathname && !e.search && r, new e.StaleWhileRevalidate({cacheName: \'html\', plugins: [new e.ExpirationPlugin({maxAgeSeconds: 10800, maxEntries: 1, purgeOnQuotaError: !0})]})
takhfif.co.js	XSS via unsanitized error message in iframe	High	CWE-79	const iframe = `<iframe style='width:100%' src='${src}' srcdoc='${srcdoc}'></iframe>`;
takvimi-ks.com.js	Caching of Untrusted Resources Without Validation	Medium	CWE-20	var REQUIRED_FILES = [\'/assets/img/favicon.svg\', \'/assets/img/icon/72x72.png\', \'/assets/img/icon/96x96.png\', \'/assets/img/icon/128x128.png\', \'/assets/img/icon/144x144.png\', \'/assets/img/icon/152x152.png\', \'/assets/img/icon/192x192.png\', \'/assets/img/icon/384x384.png\', \'/assets/img/icon/512x512.png\', \'/assets/img/logo.svg\', \'/assets/img/kohet/festat.webp\', \'/assets/img/kohet/sabahu.webp\', \'/assets/img/kohet/lindja-e-diellit.webp\', \'/assets/img/kohet/dreka.webp\', \'/assets/img/kohet/ikindia.webp\', \'/assets/img/kohet/akshami.webp\', \'/assets/img/kohet/jacia.webp\', \'/assets/img/kohet/gjatesia-e-dites.webp\', \'/assets/css/style.css\', \'/assets/js/lib/bootstrap.bundle.min.js\', \'/assets/js/base.js\'];
tanpen.net.js	Improper Input Validation in Cache Population	Medium	CWE-20	return cache.addAll(urlsToCache);
tanpen.net.js	Insecure Cache Deletion Logic	Low	CWE-20	if (!CACHE_NAME.includes(key)) { return caches.delete(key); }
tanpen.net.js	Cached Content Exposure via Fetch Handler	Medium	CWE-352	return response || fetch(event.request);
tanpen.net.js	Unvalidated Offline Page Handling	Low	CWE-20	return caches.match('static/offline.html');
taraji.net.js	CSRF Token Bypass via URL Parameter Manipulation	High	New	const matches = e.currentTarget.location.href.match(/loggedIn=(true|false)/); const loggedIn = matches[1];
taraji.net.js	Server Side Request Forgery (SSRF) via Unvalidated Path Parameter	High	CWE-919	fetch(`${BASE_URL}index.php?app=core&module=system&controller=ajax&do=getCsrfKey&path=${path}
taraji.net.js	Open Redirect via Unvalidated Notification URL	Medium	CWE-601	clients[0].navigate(data.url ? data.url : BASE_URL);
taxlok.com.js	Exposure of Sensitive Information, Firebase Configuration Details Exposed In Client-Side Code	Medium	CWE-200	
tech360hindi.in.js	Open Redirect via Unvalidated URL in Notification Data	Medium	CWE-601	self.addEventListener('notificationclick'
technukti.com.js	Hardcoded Sensitive Information (Firebase API Key)	High	CWE-532	const options = { firebaseConfig: { projectId: \'push-e4ef3\', messagingSenderId: \'1032524993417\', appId: \'1:1032524993417:web:03a36c16768f462752c758\', apiKey: \'AIzaSyA6BOdDdZjXv6IhE5U1sdoadYxpp15-bMo\' }, domain: \'technukti.com\', api_url: \'https://push.sreenidhi.org/api/token\', vapid_public_key: \'BBnc5ip79TuKrZZW9vd5XS648wZA_iItvzlpps_1fRUkQQCbU9FP2FUrbGyOpZWq2PV4i4ojeSO1OGMMgPVLKW0\' };
technukti.com.js	Open Redirect via Unvalidated URL in Notification Data	Medium	CWE-601	self.addEventListener('notificationclick', event => { let targetUrl = event.notification.data.url; let apiUrl = event.notification.data.api_url; if (event.action && event.notification.data.actions[event.action]) { targetUrl = event.notification.data.actions[event.action].click_action; apiUrl = event.notification.data.actions[event.action].api_url; } clients.openWindow(targetUrl); fetch(apiUrl); event.notification.close(); });
technukti.com.js	Unencrypted Storage of Sensitive Data (Notification Token)	Medium	CWE-311	writeData = async (key, value) => { const db = await this.openDatabase(); const transaction = db.transaction(\'myObjectStore\', \'readwrite\'); const objectStore = transaction.objectStore(\'myObjectStore\'); const request = objectStore.put({ id: key, data: value }); return new Promise((resolve, reject) => { transaction.oncomplete = () => { resolve(); }; transaction.onerror = () => { reject(transaction.error); }; }); };
teknoce.com.js	External Script Inclusion Vulnerability	High	New	importScripts('https://www.bildir.mobi/sw.js');
telugujobspoint.com.js	Exposure of Sensitive Information to an Unauthorized Actor	High	CWE-532	var options = { firebaseConfig: { projectId: \'telegujobspoint\', messagingSenderId: \'610138620238\', appId: \'1:610138620238:web:e1b9d975ac74338b9ade1f\', apiKey: \'AIzaSyCbzvU2pkL0afTFCXYszN9XDPQmCAxqgOM\' }, domain: \'telugujobspoint.com\', api_url: \'https://mohan.ltd/api/token\', vapid_public_key: \'BIrm8ruqskyf_Kn9NQWmWcxetYsJGOEfXueES0PYvOKXomskBtCDEaKODNbUYdebaugkkadKQ30vJ2WirGAVvjQ\' };
telugujobspoint.com.js	Insecure API Communication	Medium	CWE-312	fetch(options.api_url, { method: \'POST\', headers: { \'Content-Type\': \'application/json\' }, body: JSON.stringify({ domain, token, url: url, endpoint: newSubscription.endpoint, auth: newSubscription.keys.auth, p256dh: newSubscription.keys.p256dh }) })
telugujobspoint.com.js	Cross-Site Scripting (XSS)	High	CWE-79	event.waitUntil(self.registration.showNotification(payload.title, { ...payload, data: payload, requireInteraction: requireInteraction }));
telugujobspoint.com.js	Open Redirect	Medium	CWE-601	clients.openWindow(targetUrl);
telugujobspoint.com.js	Insecure Data Storage	Medium	CWE-311	const request = objectStore.put({ id: key, data: value });
thedandys.ie.js	Offline Page Caching Without Revalidation	High	New	self.addEventListener('install', function (event) { var offlineResource; for (var i = 0; i < offlineResources.length; i++) { offlineResource = new Request(domainRoot + offlineResources[i]); event.waitUntil(fetch(offlineResource).then(function (response) { return caches.open('pwabuilder-offline').then(function (cache) { return cache.add(offlineResource, response); }); }, function (err) { console.log('[PWA Builder] Error caching: ' + err); })); } });
thedarkblues.co.uk.js	Open Redirect via Notification Click Handler	High	CWE-601	self.addEventListener('notificationclick', e => { const { data } = e.notification; e.waitUntil(self.clients.matchAll().then(clients => { console.log(clients); if (clients.length > 0 && 'navigate' in clients[0]) { if (data.url) { clients[0].navigate(data.url); } else { clients[0].navigate(BASE_URL); } return clients[0].focus(); } return self.clients.openWindow(data.url ? data.url : BASE_URL); }));
